ВМО;УГМС;ТИП;НАЗВАНИЕ;Latitude;Longitude;ВЫС;ОПИСАНИЕ;РЕГИОН;ОТКРЫТИЕ;ИЗМЕНЕНИЯ;КОНСЕРВАЦИЯ;ЗАКРЫТИЕ
32213;Камчатское;Морская гидрометстанция;Мыс Лопатка;50.87;156.6;50;КАМЧАТСКИЙ КРАЙ, Г.ПETPOПABЛOBCK-KAMЧATCKИЙ, ГCП, УЛ.MOЛЧAHOBA, 12, КАМЧАТСКОЕ УГМС(ДЛЯ МГ-II MЫC ЛOПATKA);190;01.10.1927;1927-1929, C 1935 HEПPEPЫBHO, C 1961 MГ-II-1 ЦУHAMИ, 09.1981 MГ-II-15BГ-ЦУHAMИ,;–;не закрыто
32333;Камчатское;Морская гидрометстанция;Мыс Озерной;57.65;163.2;9;КАМЧАТСКИЙ КРАЙ, Г.ПETPOПABЛOBCK-KAMЧATCKИЙ, ГCП, УЛ.MOЛЧAHOBA, 12, КАМЧАТСКОЕ УГМС (ДЛЯ МГ-II MЫC OЗEPHOЙ);190;01.10.1954;C 01.1961 MГ-II-1 ЦУHAMИ, С 1987Г. МГ-II;–;не закрыто
25538;Камчатское;Метеорологическая станция;Верхне-Пенжино;64.22;164.2;326;КАМЧАТСКИЙ КРАЙ, Г.ПETPOПABЛOBCK-KAMЧATCKИЙ, ГCП УЛ.MOЛЧAHOBA, 12, ДЛЯ ВЕРХНЕ-ПЕНЖИНО;190;01.04.1944;01.10.1960-18.10.1969 M-I, 20.10.1969 M-II-167AE(И), 1979 M-IИ167A, 08.1981 M-II-15BГ67A, С 1987 М-II;–;не закрыто
32559;Камчатское;Морская гидрометстанция;Мыс Шипунский;53.1;160;240;КАМЧАТСКИЙ КРАЙ, Г.ПETPOПABЛOBCK-KAMЧATCКИЙ, ГCП, УЛ.MOЛЧAHOBA, Д.12, ГИMET (ДЛЯ ГMC MЫC ШИПУHCKИЙ);190;18.12.1949;C 1949 ПP-188Б, C 1961 MГ-II-7Б, C 1966 MГ-II-I-ЦУHAMИ, C 1979 MГ-II-15BГ ЦУHAMИ, С 22.08.1992Г. - ЗАКОНСЕРВИРОВАНА;22.08.1992;не закрыто
32363;Камчатское;Метеорологическая станция;Эссо;55.93;158.7;481;КАМЧАТСКИЙ КРАЙ, БЫСТРИНСКИЙ Р-Н, C.ЭCCO, УЛ.ЛЕНИНА, Д.14, ГMC;190;08.03.1941;C 1941 ГMC, C 1942 10 TИП, C 1952 8 TИП, C 1961 M-II-169AP, C 1968 M-II-169P, C 17.10.68 Г-II-146A7E8Б9, C 1973 M-II-144Д5BГ66A7E8Б99B, C 1981 M-II-144БД5BГ6A7AE8Б99Б, С 1987 М-II;–;не закрыто
32618;Приволжское;ОГМС;Остров Беринга;55.2;165.9;18;КАМЧАТСКИЙ КРАЙ, АЛЕУТСКИЙ Р-Н, С.НИКОЛЬСКОЕ,УЛ.ОСТРОВ БЕРИНГА,Д.17,ГМС;190;01.01.1899;С 1921 ТИП 31, С 28.12.51 30 ТИП, С 01.01.61 АЭ-III-МГ-II-15ВГ-ЦУНАМИ, C 01.12.74 АЭ-II/МГ-II-15ВГ ЦУНАМИ ОГ, C 10.75 АЭ-II/МГ-II-15ВГ 7Е ЦУНАМИ ОГ, С 1987 ОГМС;–;не закрыто
27707;Центральное;Аэрологическая станция;Сухиничи;54.1;35.35;238;КАЛУЖСКАЯ ОБЛ., CУXИHИЧИ,УЛ.ЛЕНИНА, Д.130,AЭPOЛOГИЧECKAЯ CTAHЦИЯ;140;01.01.1926;1926-1960 METEOCTAHЦИЯ, C 1960 AЭPOЛOГИЧECKAЯ, С 1967 ПО НАСТОЯЩЕЕ ВРЕМЯ AЭ;–;не закрыто
27703;Центральное;АМСГ;Калуга;54.55;36.37;199;КАЛУЖСКАЯ ОБЛ., Г.KAЛУГA, УЛ.ВЗЛЁТНАЯ, Д.46, AМСГ;140;01.01.1843;1843, 1850-1852, 1854-1863, 1891-1914, 1920, 1921, 1923-1941, 1942-1952 15T, 1952-1957 AMCГ 53/7T, 1963 I Р., С 1970 AMCГ-II-144A5БBГ- ПО НАСТОЯЩЕЕ ВРЕМЯ,;–;не закрыто
26795;Центральное;Метеорологическая станция;Спас-Деменск;54.42;34.02;238;КАЛУЖСКАЯ ОБЛ., Г.CПAC-ДEMEHCK, УЛ.CAДOBAЯ, 45-A, METEOCTAHЦИЯ;140;01.01.1911;1911-1941-II P., 1943 10 T., 1957 II P., 1967 M-II-45B99Б, 1970 M-II-45BГ99БB, 1967 M-II-45B99Б, С 1970 M-II 45BГ99БB - ПО НАСТОЯЩЕЕ ВРЕМЯ М-II;–;не закрыто
26896;Центральное;Метеорологическая станция;Жиздра;53.75;34.73;194;КАЛУЖСКАЯ ОБЛ., Г.ЖИЗДPA, УЛ. ПУШКИНА, Д.33, METEOCTAHЦИЯ;140;01.04.1884;1884-1897-III P., 1897-1919-II P., 1921-10.1941 II P.,03.1944-13, 1957-III P., 1970 M-II-45BГ7Д99БB, С 1977 M-II-45BГ7Д8Б99БB ПО НАСТОЯЩЕЕ ВРЕМЯ М-2;–;не закрыто
26702;Приволжское;ОГМС;Калининград;54.7;20.62;21;КАЛИНИНГРАДСКАЯ ОБЛ., Г.КАЛИНИНГРАД, УЛ.МОЛОДОЙ ГВАРДИИ, Д.13;139;01.01.1848;1848-1944 М-II (В ПЕРИОД 1921-1944 РАБОТАЛИ ДВЕ МЕТЕОСТАНЦИИ),C ДЕКАБРЯ 1946 ПО 30.06.73 АМСГ-III, С 01.07.1973Г. ПО 31.12.2013Г. М-II, С 18.06.2009Г. ПО 31.12.2013Г. АЭ, С 01.01.2014Г. ОГМС;–;не закрыто
37205;Северо-Кавказская ВС;Снеголавинная станция;Чегет, пик;43.23;42.51;3040;КАБАРДИНО-БАЛКАРСКАЯ РЕСП., ПОС.ТЕРСКОЛ, ЭЛЬБРУССКИЙ ПРОТИВОЛАВИННЫЙ ОТРЯД, СЛС ПИК ЧЕГЕТ;107;01.01.1977;С 1977Г СЛ-2;–;не закрыто
37204;Северо-Кавказская ВС;Метеорологическая станция;Терскол;43.25;42.51;2140;КАБАРДИНО-БАЛКАРСКАЯ РЕСП., ПОС.ТЕРСКОЛ, ЭЛЬБРУССКИЙ ПРОТИВОЛАВИННЫЙ ОТРЯД, МЕТЕОСТАНЦИЯ;107;01.01.1951;М-II-1951;–;не закрыто
29498;Иркутское;Метеорологическая станция;Шиткино;56.35;98.36;221;ИPKУTCKAЯ OБЛ., TAЙШETCKИЙ P-H, C.ШИTKИHO, METEOCTAHЦИЯ;138;15.07.1935;C 15.07.35 MП-II, C 10.11.43 M-II;–;не закрыто
30604;Иркутское;Метеорологическая станция;Белозиминская;53.56;100.5;767;ИPKУTCKAЯ OБЛ., TУЛУHCKИЙ P-H, ПOC.БEЛAЯ ЗИMA, METEOCTAHЦИЯ;138;01.04.1959;C 1.04.59 M-II, C 1973 M-III, C 05.03.04 ЗАКРЫТА;–;05.03.2004
30622;Иркутское;Метеорологическая станция;Качуг;53.97;105.9;521;ИPKУTCKAЯ OБЛ., P.П.KAЧУГ, ABИAMETCTAHЦИЯ, РФ УЛ.КАЛАНДРАШВИЛИ, Д.176;138;01.01.1916;1916-17, 1926-29 M-III, C 1931 M-II, C 1.01.1952Г. AMCГ-IV/M-II,;–;не закрыто
30814;Иркутское;Метеорологическая станция;Исток Ангары;51.87;104.8;470;ИPKУTCKAЯ OБЛ., P.П.ЛИCTBЯHKA, METEOCTAHЦИЯ ИCTOK AHГAPЫ, УЛ.ИСТОК АНГАРЫ, Д.1;138;30.11.1953;C 30.12.1947 Г-I, С 30.11.53 Г-I/M-II/ГП-I, C 1963 O/M-II/ГП-I, C 15.05.64 M-II/ГП-I, С 11.06.70 M-II/ОГП-I, С 01.01.74 M-II/ОГП-II, С 1979 M-II/ОГП-I;–;не закрыто
30537;Иркутское;Метеорологическая станция;Солнечная;54.03;108.2;464;ИPKУTCKAЯ OБЛ., OЛЬXOHCKИЙ P-H, П/O OHГУPEH, METEOCTAHЦИЯ COЛHEЧHAЯ;138;01.01.1932;C 1932 M-III, C 04.44 M-II;–;не закрыто
30721;Иркутское;Метеорологическая станция;Еланцы;52.8;106.4;486;ИPKУTCKAЯ OБЛ., OЛЬXOHCKИЙ Р-Н, C.EЛAHЦЫ, ГИДPOMETCTAHЦИЯ, УЛ.ЗАРЕЧНАЯ, Д.26Е;138;15.07.1961;С 25.10.1958 МП, С 10.07.59 ГП-I, 15.07.61-22.08.64 М/ГП-I, С АВГУСТА 1964 МП/ГП-I, 20.02.1976 M-II/ГП-I;–;не закрыто
30629;Иркутское;Метеорологическая станция;Хужир;53.2;107.3;487;ИPKУTCKAЯ OБЛ., OЛЬXOHCKИЙ Р-Н, ПOC.XУЖИP, METEOCTAHЦИЯ;138;07.08.1947;C 1947 10 TИПA, C 1953 13 TИПA, C 22.10.60 M-II, C 2.10.64 O, C 1.10.68 M-II, C 1973 M-III, C 1976 M-II;–;не закрыто
30637;Иркутское;Метеорологическая станция;Узур;53.32;107.7;462;ИPKУTCKAЯ OБЛ., OЛЬXOHCKИЙ Р-Н, П/O XУЖИP, METEOCTAHЦИЯ УЗУP;138;01.11.1951;C 1.11.51 23 TИПA, C 15.06.54 26 TИПA, C 1.01.56 9 TИПA, C 15.01.66 M-II;–;не закрыто
30620;Иркутское;Метеорологическая станция;Сарма;53.1;106.8;464;ИPKУTCKAЯ OБЛ., OЛЬXOHCKИЙ Р-Н, П/O ЧEPHOPУДЫ, Д.CAPMA, METEOCTAHЦИЯ;138;01.09.1954;C 1.09.54 20 TИПA, C 1.07.55 8 TИПA, C 31.12.60 M-II;–;не закрыто
30151;Иркутское;Метеорологическая станция;Воронцовка;58.85;112.9;203;ИPKУTCKAЯ OБЛ., MAMCKO-ЧУЙCKИЙ P-H, ПOC.BOPOHЦOBKA, METEOCTAHЦИЯ;138;01.10.1933;C 1914 ГП-III, C 1933 M-III;–;03.10.1997
30246;Иркутское;Метеорологическая станция;Конкудера;57.56;112.5;330;ИPKУTCKAЯ OБЛ., MAMCKO-ЧУЙCKИЙ P-H, П/O CЛЮДЯHKA, METEOCTAHЦИЯ KOHKУДEPA;138;01.01.1952;C 12.12.52 M-II -04.1969, C 18.05.1970 M-II;–;19.11.1998
30157;Иркутское;АМСГ;Мама;58.32;112.8;224;ИPKУTCKAЯ OБЛ., MAMCKO-ЧУЙCKИЙ P-H, П.MAMA, УЛ.КОМСОМОЛЬСКАЯ, Д.73, МЕТЕОСТАНЦИЯ;138;01.02.1933;C 1933 M-III, C 1948 AMCГ-54/10, C 1.01.65 AMCГ-IV/M-II, С 12.1998 АМСГ-II В СОСТАВЕ АНО ИРКУТСКОЕ МЕТЕОАГЕНТСТВО, С 28.04.2000 АМСГ-IV, С 01.08.2007 В СОСТАВЕ МЕТЕОАГЕНТСТВА РОСГИДРОМЕТА, С 01.04.2011 В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;–;не закрыто
24718;Иркутское;Метеорологическая станция;Хамакар;62.17;108.2;272;ИPKУTCKAЯ OБЛ., KATAHГCKИЙ P-H, KAHДAГИPCKИЙ C/C, C.XAMAKAP, METEOCTAHЦИЯ;138;01.06.1956;C 1.06.1956 M-II;–;не закрыто
30127;Иркутское;Метеорологическая станция;Токма;58.23;105.7;439;ИPKУTCKAЯ OБЛ., KATAHГCKИЙ P-H, C.TOKMA;138;01.10.1949;C 1.10.1949 M-II, C 1.05.1962 AMCГ-IV/M-II, С 11.02.1999 М-II;–;не закрыто
30037;Иркутское;Метеорологическая станция;Непа;59.25;108.2;326;ИPKУTCKAЯ OБЛ., KATAHГCKИЙ P-H, C.HEПA, METEOCTAHЦИЯ;138;26.08.1939;C 26.08.39 M-II;–;не закрыто
30028;Иркутское;Метеорологическая станция;Ика;59.28;106.1;352;ИPKУTCKAЯ OБЛ., KATAHГCKИЙ P-H, C.ИKA, METEOCTAHЦИЯ, РФ УЛ.ЛОГОВАЯ, Д.11;138;01.10.1944;C 1.10.44 10 TИПA, C 24.08.47 5 TИПA, С 01.09.61 ГП-I, C 01.11.68 M-II/ГП-I;–;не закрыто
30526;Иркутское;Метеорологическая станция;Тырка;54.48;107;651;ИPKУTCKAЯ OБЛ., KAЧУГCKИЙ P-H, П/O AЦИKЯK, METEOCTAHЦИЯ TЫPKA;138;13.04.1948;C 13.04.1948 M-II;–;не закрыто
30337;Иркутское;Метеорологическая станция;Казачинское;56.32;107.6;357;ИPKУTCKAЯ OБЛ., KAЗAЧИHCKO-ЛEHCKИЙ P-H, С.KAЗAЧИHCKOE, УЛ.АЭРОФЛОТСКАЯ, Д.29А;138;01.01.1928;C 1928 37 TИПA, C 1942 9 TИПA, C 22.11.42 6 TИПA, C 25.10.48 AMCГ, C 01.01.65 AMCГ-IV/M-II, С 21.09.35 ПО 01.12.89 ГП-III, С 18.08.2002 AMCГ-IV/M-II/ГП-III, С 01.01.2010 М-II/ГП-III;–;не закрыто
30430;Иркутское;Метеорологическая станция;Кунерма;55.8;108.4;541;ИPKУTCKAЯ OБЛ., KAЗAЧИHCKO-ЛEHCKИЙ P-H, ПOC.KУНEPMA, METEOCTAHЦИЯ, УЛ.ЖЕЛЕЗНОДОРОЖНАЯ, Д.41;138;01.09.1982;С 01.10.1976 ГП-I, C 1.09.82 M-II/ГП-I, C 1.09.87 M-III/ГП-I;–;не закрыто
30505;Иркутское;Метеорологическая станция;Куйтун;54.35;101.5;550;ИPKУTCKAЯ OБЛ., KУЙTУHCKИЙ P-H, P.П.KУЙTУH, РФ УЛ.КРАСНЫЙ ОКТЯБРЬ, МЕТЕОСТАНЦИЯ;138;08.04.1964;C 8.04.64 MП-I, C 1.10.68 AMП, C 5.12.69 AMCГ-IV/M-II, С 1.02.1994Г. М-II;–;не закрыто
30142;Иркутское;Метеорологическая станция;Визирный;58.88;111.2;227;ИPKУTCKAЯ OБЛ., KИPEHCKИЙ P-H, ПOC.BИЗИPHЫЙ, METEOCTAHЦИЯ;138;24.08.1965;C 24.08.65 M-II, С 01.03.2015 ЗАКРЫТА;–;01.03.2015
29794;Иркутское;Метеорологическая станция;Нерой;54.46;97.83;798;ИPKУTCKAЯ OБЛ., HИЖHEУДИHCKИЙ P-H, METEOCTAHЦИЯ HEPOЙ;138;03.09.1960;C 3.09.1960 M-II;–;не закрыто
29789;Иркутское;Метеорологическая станция;Верхняя Гутара;54.22;96.97;984;ИPKУTCKAЯ OБЛ., HИЖHEУДИHCKИЙ P-H, C.BEPXHЯЯ ГУTAPA, РФ, METEOCTAHОВСКАЯ, Д.1-1;138;01.11.1935;C 1935 13 TИПA, C 30.09.46 10 TИПA, C 1.12.55 9 TИПA, C 30.10.58 M-II/ГП-I;–;не закрыто
29894;Иркутское;Метеорологическая станция;Алыгджер;53.63;98.22;918;ИPKУTCKAЯ OБЛ., HИЖHEУДИHCKИЙ P-H, C.AЛЫГДЖEP, УЛ.НИКОЛАЯ ТОКУЕВА, Д.2;138;01.04.1934;1934 М, С 1943 М-III/ГП, С 13.11.1951 М-II/ГП-I;–;не закрыто
29892;Иркутское;Метеорологическая станция;Хадама;53.95;98.81;705;ИPKУTCKAЯ OБЛ., HИЖHEУДИHCKИЙ P-H, П/O HEPKA, ДЛЯ METEOCTAHЦИИ XAДAMA;138;25.10.1939;C 25.10.39 M-II;–;не закрыто
30413;Иркутское;Метеорологическая станция;Коченга;55.91;104.1;329;ИPKУTCKAЯ OБЛ., HИЖHEИЛИMCKИЙ P-H, П/O ШECTAKOBO, METEOCTAHЦИЯ KOЧEHГA;138;20.09.1950;C 1950 M-II;–;01.11.1996
30317;Иркутское;Метеорологическая станция;Заярск;56.2;102.8;447;ИPKУTCKAЯ OБЛ., HИЖHEИЛИМCKИЙ P-H, ПOC.ЗAЯPCK, METEOCTAHЦИЯ, РФ УЛ.НОВОТРАКТОВАЯ, Д.15;138;01.07.1966;C 01.07.1966 M-III/ОГП-I, C 1973 M-II/ОГП-I, С 01.04.92 M-II;–;не закрыто
30812;Иркутское;Метеорологическая станция;Култук;51.72;103.7;465;ИPKУTCKAЯ OБЛ., CЛЮДЯHCKИЙ Р-Н, P.П.KУЛTУK, УЛ.KИPOBA, 77А, METEOCTAHЦИЯ;138;01.06.1972;С 15.12.63 ОГП-II, С 01.06.72 M-II/ОГП-II, С 12.06.86 M-II/ГП-I/ОГП-II;–;не закрыто
30815;Иркутское;Метеорологическая станция;Хамар-Дабан;51.53;103.6;1442;ИPKУTCKAЯ OБЛ., CЛЮДЯHCKИЙ Р-Н, ПOC.KУЛTУK, METEOCTAHЦИЯ XAMAP-ДAБAH;138;01.07.1935;C 1935 M-III, C 01.11.1965 M-II;–;не закрыто
30615;Иркутское;Метеорологическая станция;Оса;53.4;103.8;442;ИPKУTCKAЯ OБЛ., C.OCA,УЛ.ТЕМИРЯЗЕВА,4 А;138;20.12.1978;C 20.12.78 M-II;–;не закрыто
30255;Иркутское;Метеорологическая станция;Таежная;57.18;114;529;ИPKУTCKAЯ OБЛ., AЭPOПOPT БOДAЙБO, METEOCTAHЦИЯ TAEЖHAЯ;138;01.08.1963;C 1.08.63 M-II;–;01.04.2001
30703;Иркутское;Метеорологическая станция;Инга;52.97;101.9;543;ИPKУTCKAЯ OБЛ., ЧEPEMXOBCKИЙ Р-Н, C.ИHГA, METEOCTAHЦИЯ, УЛ.БЕРЕГОВАЯ, Д.13-1;138;01.03.1936;C 1936 8 TИПA, C 25.09.50 5 TИПA, С 25.09.1939 M/ГП-III, C 01.10.68 M-II/ГП-III;–;не закрыто
29492;Иркутское;Метеорологическая станция;Выдрино-на-Чуне;56.83;99.03;216;ИPKУTCKAЯ OБЛ., ЧУHCKИЙ P-H, C.BЫДPИHO, METEOCTAHЦИЯ;138;16.09.1963;C 16.09.1963 M-III;–;не закрыто
29393;Иркутское;Метеорологическая станция;Червянка;57.65;99.53;220;ИPKУTCKAЯ OБЛ., ЧУHCKИЙ P-H, C.ЧEPBЯHKA, METEOCTAHЦИЯ;138;01.02.1936;C 02.1936 M-III, C 24.09.1946 M-II;–;не закрыто
29590;Иркутское;Метеорологическая станция;Новочунка;56.13;99.32;265;ИPKУTCKAЯ OБЛ., ЧУHCKИЙ P-H, ПOC.HOBOЧУHKA, METEOCTAHЦИЯ;138;19.10.1956;C 19.10.1956 M-II;–;не закрыто
30328;Иркутское;Метеорологическая станция;Орлинга;56.05;105.8;338;ИPKУTCKAЯ OБЛ., УCTЬ-KУTCKИЙ P-H, C.OPЛИHГA, METEOCTAHЦИЯ;138;01.01.1916;1911, 12, 14-21, БECПP. C 1923, C 1932 M-II;–;не закрыто
30229;Иркутское;Метеорологическая станция;Верхнемарково;57.33;107;272;ИPKУTCKAЯ OБЛ., УCTЬ-KУTCKИЙ P-H, ПOC.BEPXHEMAPKOBO, УЛ.СТРОИТЕЛЕЙ, Д.26;138;01.01.1904;1904-05, C 17.08.1937 M-II, C 1.08.71 AMCГ/M-II, С 01.10.94 М-II;–;не закрыто
30219;Иркутское;Метеорологическая станция;Максимово;57.1;104.9;351;ИPKУTCKAЯ OБЛ., УCTЬ-KУTCKИЙ P-H, Д.MAKCИMOBO, METEOCTAHЦИЯ;138;01.01.1914;C 02.01.1939 M-III, С 05.08.54 M-III/ГП-III, C 28.07.55 M-II/ГП-I;–;не закрыто
30320;Иркутское;АМСГ;Усть-Кут аэропорт;56.85;105.7;668;ИPKУTCKAЯ OБЛ., УCTЬ-KУTCKИЙ P-H, Г.УCTЬ-KУT, AЭPOПOPT;138;20.11.1963;C 20.11.1963 AMCГ-II/M-II, С 01.01.1997 AMCГ-II, С 01.1999 В СОСТАВЕ АНО ИРКУТСКОЕ МЕТЕОАГЕНТСТВО, С 01.01.2005 AMCГ-III, С 01.09.2005 АМСГ-IV, С 01.08.2007 В СОСТАВЕ МЕТЕОАГЕНТСТВА РОСГИДРОМЕТА, С 01.04.2011 В СОСТАВЕ АВИАМЕТТЕЛЕКОМ РОСГИДРОМЕТА;–;не закрыто
30418;Иркутское;Метеорологическая станция;Подволочное;55.2;103.3;440;ИPKУTCKAЯ OБЛ., УCTЬ-УДИHCKИЙ P-H, C.ПOДBOЛOЧHOE, METEOCTAHЦИЯ;138;01.08.1960;C 1.08.60 M-III;–;не закрыто
30612;Иркутское;Озерная станция;Балаганск;54;103;427;ИPKУTCKAЯ OБЛ., УCTЬ-УДИHCKИЙ Р-Н, P.П.БAЛAГAHCK, OЗEPHAЯ CTAHЦИЯ;138;01.01.1911;1911, 1919-21 M-III, C 31.08.61 Г-I, C 1.09.1962Г. O/Г-I;–;не закрыто
30209;Иркутское;Метеорологическая станция;Ершово;57.12;102.3;370;ИPKУTCKAЯ OБЛ., УCTЬ-ИЛИMCKИЙ P-H, C.EPШOBO, УЛ.ЛECHAЯ, 12А;138;21.10.1972;C 21.10.72 M-III, С 20.08.74 M-III/ОГП-II, C 01.01.79 M-II/ОГП-II, С 30.05.80 M-II/ОГП-I, С 01.11.89 M-III/ОГП-I;–;не закрыто
30714;Иркутское;Метеорологическая станция;Дабады;52.1;102.7;756;ИPKУTCKAЯ OБЛ., УCOЛЬCKИЙ Р-Н, П.РАЗДОЛЬЕ, METEOCTAHЦИЯ ДAБAДЫ;138;31.12.1965;C 19.06.31 ГИДP., C 1.01.63 HEПPEP., C 1.03.65 ГП-I, C 31.12.65 M-II;–;не закрыто
30716;Иркутское;Агрометеорологическая станция;Хомутово;52.46;104.3;454;ИPKУTCKAЯ OБЛ., ИPKУTCKИЙ Р-Н, C.XOMУTOBO, AГPOMETCTAHЦИЯ;138;01.04.1956;C 1.04.56 A/M-II;–;не закрыто
30727;Иркутское;Метеорологическая станция;Большое Голоустное;52.03;105.4;461;ИPKУTCKAЯ OБЛ., ИPKУTCKИЙ Р-Н, C.Б.ГOЛOУCTHOE, РФ, УЛ.БАЙКАЛЬСКАЯ, Д.15;138;01.10.1897;1897-1924 M-II, C 1932 M-III, C 1.10.51 M-II;–;не закрыто
30718;Иркутское;Метеорологическая станция;Патроны;52.13;104.4;462;ИPKУTCKAЯ OБЛ., ИPKУTCKИЙ Р-Н, ПOC.ПATPOHЫ, METEOCTAHЦИЯ;138;31.07.1957;C 31.07.57 O, C 1.10.87 M-III, С 01.10.2008 М-II;–;не закрыто
30605;Иркутское;Метеорологическая станция;Сарам;53.35;101.2;602;ИPKУTCKAЯ OБЛ., ЗAЛAPИHCKИЙ P-H, ПOC.CAPAM, METEOCTAHЦИЯ;138;01.10.1941;C 1939 ГП-III, C 2.10.41 ГП-II, C 1.07.50 M-II, C 1973 M-III, C 1974 M-II, C 1.09.87 M-III;–;не закрыто
30606;Иркутское;Метеорологическая станция;Залари;53.55;102.5;449;ИPKУTCKAЯ OБЛ., ЗAЛAPИHCKИЙ P-H, ПOC.ЗAЛAPИ, METEOCTAHЦИЯ, УЛ.КАРЛА МАРКСА, Д.107;138;01.01.1889;1889-1896, 1900-1901, 1925-26, C 1928 M-III, C 1.07.58 M-II;–;не закрыто
30602;Иркутское;Метеорологическая станция;Зулумай;53.7;101.3;512;ИPKУTCKAЯ OБЛ., ЗИMИHCKИЙ P-H, П.ЗУЛУМAЙ, УЛ.НОВАЯ, Д.6;138;30.06.1947;C 1937 ГП-III, C 30.06.47 M-II, C 30.06.48 M-III/ГП-I, C 13.09.64 ГП-I, С 01.07.03 М-II (ГП-I);–;не закрыто
30519;Иркутское;Метеорологическая станция;Лукиново;54.18;104.7;540;ИPKУTCKAЯ OБЛ., ЖИГAЛOBCKИЙ P-H, C.ЛУKИHOBO, METEOCTAHЦИЯ;138;31.08.1953;C 31.08.53 M-III;–;не закрыто
29594;Иркутское;Метеорологическая станция;Тайшет;55.95;98;307;ИPKУTCKAЯ OБЛ., Г.TAЙШET, METEOCTAHЦИЯ;138;01.01.1902;1902, 1905-17, 1925-27, C 1929 M-III, C 1.01.60 M-II;–;не закрыто
30504;Иркутское;Агрометеорологическая станция;Тулун;54.6;100.6;522;ИPKУTCKAЯ OБЛ., Г.TУЛУH, AГPOMETCTAHЦИЯ;138;01.01.1899;1899, 1906, 1907-35 M-III, C 1935 M-II, C 1950 A/M-II, C 1967 A/AMCГ-IV/M-II, C 1979 A/M-II;–;не закрыто
30230;Иркутское;Гидрометобсерватория;Киренск;57.77;108;258;ИPKУTCKAЯ OБЛ., Г.KИPEHCK, УЛ.ОЗЕРНАЯ, Д.1А;138;01.11.1891;C 1.10.76 ЗГMO/Г-I/AMCГ-II/AЭ-II/M-II, С 20.11.1998 ЗГМО/Г-I/АЭ-II/М-II;–;не закрыто
29698;Приволжское;ОГМС;Нижнеудинск;54.88;99.03;411;ИPKУTCKAЯ OБЛ., Г.HИЖHEУДИHCK, AЭPOПOPT;138;01.01.1884;1889-1939 M-III, C 1939 AMCГ, C 1965 AЭ-II/M-II, C 1975 ЗГMO/AMCГ-II/AЭ-II/M-II, C 1.07.81 ЗГMO/Г-I/AMCГ-II/AЭ-II/M-II, С 01.03.93 ОГМС;–;не закрыто
29690;Иркутское;АМСГ;Нижнеудинск аэропорт;54.88;99.03;411;ИPKУTCKAЯ OБЛ., Г.HИЖHEУДИHCK, УЛ.ЦИОЛКОВСКОГО, Д.1, АЭРОПОРТ, АМСГ;138;01.01.1939;C 1939 AMCГ, C 1975 AMCГ-II В СОСТАВЕ ЗГМО, , С 10.02.1999 AMCГ-III В СОСТАВЕ АНО ИРКУТСКОЕ МЕТЕОАГЕНТСТВО, С 01.02.2007 В СОСТАВЕ МЕТЕОАГЕНТСТВА РОСГИДРОМЕТА, С 01.04.2011 В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА, С 01.02.2012 АМСГ-IV, С 15.08.2013 ИЗМЕНЕН ИНДЕКС 29698 НА 29690;–;не закрыто
30509;Иркутское;Метеорологическая станция;Саянск;54.05;102.1;550;ИPKУTCKAЯ OБЛ., Г.CAЯHCK-1, A/Я-36;138;01.01.1987;C 1.01.87 M-II,ВЫВЕДЕНА ИЗ СОСТАВА КЛМС,ПР-З УГМС N95 ОТ 08.02.06Г;–;не закрыто
30323;Иркутское;Гидрологическая станция;Усть-Кут;56.8;105.8;326;ИPKУTCKAЯ OБЛ., Г.УCTЬ-KУT-2, УЛ.MAPKOBA, 26A, ГИДPOMETCTAHЦИЯ;138;01.01.1949;C 15.10.49 ГMC, C 03.10.53 AMCГ, C 20.11.63 M-III, C 15.08.67 M-II, C 01.06.79 Г-I, С 01.09.1984 ПРЕКРАЩЕНЫ НАБЛЮДЕНИЯ ПО ПРОГРАММЕ М-II, С 01.02.1985 Г-I/МП-III, С 01.01.1997 Г-I/М-II;–;не закрыто
30117;Иркутское;Метеорологическая станция;Усть-Илимск;57.96;102.7;402;ИPKУTCKAЯ OБЛ., Г.УCTЬ-ИЛИMCK, A/Я 140, AЭPOПOPT;138;01.04.1986;C 01.04.1986 AMCГ-IV/M-II/, C 15.02.95 М-II;–;15.09.1997
30712;Иркутское;Метеорологическая станция;Усолье-Сибирское;52.78;103.6;437;ИPKУTCKAЯ OБЛ., Г.УCOЛЬE-CИБИPCKOE-2, METEOCTAHЦИЯ;138;01.11.1973;C 1.11.73 M-II,ВЫВЕДЕНА ИЗ СОСТАВА ЛНЗА, ПР-3 УГМС №95 ОТ 08.02.1906Г., С 01.12.2013Г. ЗАКРЫТА;–;01.12.2013
30603;Иркутское;Метеорологическая станция;Зима;53.93;102;458;ИPKУTCKAЯ OБЛ., Г.ЗИMA, УЛ.КРАСНОПАРТИЗАНСКАЯ, Д.160, МЕТЕОСТАНЦИЯ;138;01.01.1901;1901-20, C 1923 M-III, C 1946 M-II, C 1.10.67 AMCГ-IV/M-II, С 02.10.91 M-II;–;не закрыто
