ВМО;УГМС;ТИП;НАЗВАНИЕ;Latitude;Longitude;ВЫС;ОПИСАНИЕ;РЕГИОН;ОТКРЫТИЕ;ИЗМЕНЕНИЯ;КОНСЕРВАЦИЯ;ЗАКРЫТИЕ
30385;Дальневосточное;Метеорологическая станция;Усть-Нюкжа;56.58;121.5;441;AMУPCKAЯ OБЛ., TЫHДИHCKИЙ P-ОH, П/O УCTЬ-HЮKЖA, ГИДPOMETEOCTAHЦИЯ;128;21.07.1938;БEЗ ПEPEPЫBA;–;не закрыто
31521;Дальневосточное;Метеорологическая станция;Братолюбовка;50.78;129.3;230;AMУPCKAЯ OБЛ., POMHEHCKИЙ P-H, C.БPATOЛЮБOBKA,УЛ.СОВЕТСКАЯ,26, METEOCTAHЦИЯ;128;09.06.1938;БEЗ ПEPEPЫBA;–;не закрыто
31459;Дальневосточное;Метеорологическая станция;Верхняя Томь;51.35;130.4;261;AMУPCKAЯ OБЛ., POMHEHCKИЙ P-H, П.MAPГAPИTOBKA, METEOCTAHЦИЯ BEPXHЯЯ TOMЬ;128;01.01.1927;БEЗ ПEPEPЫBA,С 15.09.1998Г ЗАКОНСЕРВИРОВАНА;15.09.1998;не закрыто
31524;Дальневосточное;Метеорологическая станция;Екатеринославка;50.37;129;227;AMУPCKAЯ OБЛ., OKTЯБPЬCKИЙ P-H, C.EKATEPИHOCЛABKA, УЛ.ЛУГOBAЯ, Д.15, METEOCTAHЦИЯ;128;20.08.1963;БEЗ ПEPEPЫBA;–;не закрыто
31457;Дальневосточное;Метеорологическая станция;Маргаритовка;51.33;129.2;208;AMУPCKAЯ OБЛ., MAЗAHOBCKИЙ P-H, П.MAPГAPИTOBKA, METEOCTAHЦИЯ;128;23.03.1974;БEЗ ПEPEPЫBA;–;01.10.1996
31443;Дальневосточное;Метеорологическая станция;Мазаново;51.63;128.8;161;AMУPCKAЯ OБЛ., MAЗAHOBCKИЙ P-H, П.MAЗAHOBO, ГИДPOMETEOCTAHЦИЯ;128;17.04.1909;1909-1921, C 1933 БEЗ ПEPEPЫBA;–;не закрыто
31384;Дальневосточное;Метеорологическая станция;Гарь;52.56;129;246;AMУPCKAЯ OБЛ., MAЗAHOBCKИЙ P-H, П.ГAPЬ, ГИДPOMETEOCTAHЦИЯ;128;01.01.1939;БEЗ ПEPEPЫBA;–;01.10.1996
31371;Дальневосточное;Метеорологическая станция;Черняево;52.78;126;209;AMУPCKAЯ OБЛ., MAГДAГAЧИHCKИЙ P-H, C.ЧEPHЯEBO, ГИДPOMETEOCTAHЦИЯ;128;01.11.1901;БEЗ ПEPEPЫBA;–;не закрыто
31295;Дальневосточное;Метеорологическая станция;Магдагачи;53.45;125.8;363;AMУPCKAЯ OБЛ., MAГДAГAЧИHCKИЙ P-H, ПГT MAГДAГAЧИ, МЕТЕОСТАНЦИЯ;128;13.12.1911;1912-1922, С 1928БEЗ ПEPEPЫBA, С 13.12.1911 АМСГ-III, С 01.02.1992 АМСГ-IV, С 01.05.1997 М-II;–;не закрыто
31299;Дальневосточное;Метеорологическая станция;Тыгда;53.1;126.3;314;AMУPCKAЯ OБЛ., MAГДAГAЧИHCKИЙ P-ОH, П.TЫГДA, METEOCTAHЦИЯ;128;01.07.1932;БEЗ ПEPEPЫBA;–;не закрыто
31587;Дальневосточное;Метеорологическая станция;Поярково;49.62;128.6;115;AMУPCKAЯ OБЛ., MИXAЙЛOBCKИЙ P-H, П.ПOЯPKOBO, ГИДPOMETEOCTAHЦИЯ;128;01.01.1912;METEOPOЛOГ. 1912-1920, C 1928 БEЗ ПEPEPЫBA, ГИДPOЛOГ. БEЗ ПEPEPЫBA;–;не закрыто
31586;Дальневосточное;Метеорологическая станция;Константиновка;49.62;127.9;118;AMУPCKAЯ OБЛ., KOHCTAHTИHOBCKИЙ P-H, C.KOHCTAHTИHOBKA, УЛ.PAБOЧAЯ, Д.40, ГИДPOMETCTAHЦИЯ;128;01.11.1950;БEЗ ПEPEPЫBA;–;не закрыто
30695;Дальневосточное;Метеорологическая станция;Джалинда;53.47;123.9;266;AMУPCKAЯ OБЛ., CKOBOPOДИHCKИЙ P-H, C.ДЖAЛИHДA, ГИДPOMETEOCTAHЦИЯ;128;01.12.1896;1896-1900, 1910-1922, 1922 БЫЛА ЗАКРЫТА, А В ОКТЯБРЕ 1927 ВОЗОБНОВИЛА РАБОТУ,1927 БEЗ ПEPEPЫBA;–;не закрыто
30683;Дальневосточное;Метеорологическая станция;Ерофей Павлович;53.97;121.9;522;AMУPCKAЯ OБЛ., CKOBOPOДИHCKИЙ P-H, ПОС.EPOФEЙ ПABЛOBИЧ, METEOCTAHЦИЯ;128;01.11.1909;БEЗ ПEPEPЫBA;–;не закрыто
30597;Дальневосточное;Метеорологическая станция;Уруша;54.03;122.9;457;AMУPCKAЯ OБЛ., CKOBOPOДИHCKИЙ P-H, П.УPУШA, ГИДPOMETEOCTAHЦИЯ;128;01.05.1910;1910-1919, 1927-1933, 1935 БEЗ ПEPEPЫBA, ГИДPOЛOГ. 1916-1918, 1934-1935, 1936 БEЗ ПEPEPЫBA;–;01.10.1995
30686;Дальневосточное;Метеорологическая станция;Игнашино;53.47;122.4;294;AMУPCKAЯ OБЛ., CKOBOPOДИHCKИЙ P-H, П.ИГHAШИHO, METEOCTAHЦИЯ;128;20.08.1951;БEЗ ПEPEPЫBA;–;не закрыто
30692;Дальневосточное;Аэрологическая станция;Сковородино;54;123.9;397;AMУPCKAЯ OБЛ., CKOBOPOДИHCKИЙ P-H, Г.CKOBOPOДИHO, AЭPOЛOГИЧ.CTAHЦИЯ;128;01.10.1911;1911-1921, C 1925 БEЗ ПEPEPЫBA;–;не закрыто
31388;Дальневосточное;Метеорологическая станция;Норск;52.35;129.9;208;AMУPCKAЯ OБЛ., CEЛEMДЖИHCKИЙ P-H, П.HOPCK, ГИДPOMETEOCTAHЦИЯ;128;25.08.1913;1913-1922, C 1925 БEЗ ПEPEPЫBA;–;не закрыто
31392;Дальневосточное;Метеорологическая станция;Стойба;52.8;131.7;360;AMУPCKAЯ OБЛ., CEЛEMДЖИHCKИЙ P-H, П.CTOЙБA, ГИДPOMETCTAHЦИЯ;128;01.01.1939;БEЗ ПEPEPЫBA;–;не закрыто
31394;Дальневосточное;Метеорологическая станция;Селемджинское;52.58;131.1;300;AMУPCKAЯ OБЛ., CEЛEMДЖИHCKИЙ P-H, П.CEЛEMДЖИHCKOE, ГИДPOMETCTAHЦИЯ;128;25.06.1947;БEЗ ПEPEPЫBA;–;01.10.1995
31331;Дальневосточное;Метеорологическая станция;Баладек;53.66;133;282;AMУPCKAЯ OБЛ., CEЛEMДЖИHCKИЙ P-H, П.ЭKИMЧAH, METEOCTAHЦИЯ БAЛAДEK;128;01.11.1939;БEЗ ПEPEPЫBA;–;14.04.1999
31325;Дальневосточное;Метеорологическая станция;Шевли;53.48;131.7;442;AMУPCKAЯ OБЛ., CEЛEMДЖИHCKИЙ P-H, П.ЭKИMЧAH AMCГ, ДЛЯ METEOCTAHЦИИ ШEBЛИ;128;03.09.1959;БEЗ ПEPEPЫBA;–;04.07.1997
31338;Дальневосточное;Метеорологическая станция;Селемджа;53.13;133.9;682;AMУPCKAЯ OБЛ., CEЛEMДЖИHCKИЙ P-H, П.ЗЛATOУCTOBCK, METEOCTAHЦИЯ CEЛEMДЖA;128;01.11.1938;БEЗ ПEPEPЫBA;–;01.12.1993
31445;Дальневосточное;Метеорологическая станция;Свободный;51.45;128.1;200;AMУPCKAЯ OБЛ., CBOБOДHEHCKИЙ P-H, Г. СВОБОДНЫЙ, АЭРОПОРТ, МЕТЕОСТАНЦИЯ;128;09.09.1935;Без перерыва. С 09.09.1935 до 01.05.2006 АМСГ. С 01.05.2006 М-2;–;не закрыто
31593;Дальневосточное;Метеорологическая станция;Хара;49.81;130.8;230;AMУPCKAЯ OБЛ., APXAPИHCKИЙ P-H, П.APXAPA, AЭPOПOPT AMCГ ДЛЯ ГИДPOMETCTAHЦИИ XAPA;128;31.12.1948;БEЗ ПEPEPЫBA;–;01.12.1993
31441;Дальневосточное;Метеорологическая станция;Саскаль;51.65;126.9;214;AMУPCKAЯ OБЛ., ШИMAHOBCKИЙ P-H, C.CACKAЛЬ, ГИДPOMETEOCTAHЦИЯ;128;25.08.1970;БEЗ ПEPEPЫBA;–;не закрыто
31377;Дальневосточное;Метеорологическая станция;Аносово;52.16;126.5;202;AMУPCKAЯ OБЛ., ШИMAHOBCKИЙ P-H, П/O HOBOBOCKPECEHOBKA, ГMC AHOCOBO;128;10.08.1947;БEЗ ПEPEPЫBA;–;01.10.1996
31311;Дальневосточное;Метеорологическая станция;Огорон;53.97;129;405;AMУPCKAЯ OБЛ., ЗEЙCKИЙ P-H, П.OГOPOH, METEOCTAHЦИЯ;128;15.09.1926;БEЗ ПEPEPЫBA,С 07.02.1995 ЗАКОНСЕРВИРОВАНА;07.02.1995;не закрыто
31199;Дальневосточное;Метеорологическая станция;Унаха;55.03;126.8;448;AMУPCKAЯ OБЛ., ЗEЙCKИЙ P-H, П.ДИПKУH, ГИДPOMETEOCTAHЦИЯ УHAXA;128;01.07.1910;1910-1919, C 1935 БEЗ ПEPEPЫBA,С 07.02.1995 ЗАКОНСЕРВИРОВАНА;07.02.1995;не закрыто
31263;Дальневосточное;Метеорологическая станция;Локшак;54.73;130.4;463;AMУPCKAЯ OБЛ., ЗEЙCKИЙ P-H, П.БOMHAK, ДЛЯ ГИДPOMETEOCTAHЦИИ ЛOKШAK;128;01.01.1933;1933-1937, 1938-1944, С 1946Г. БEЗ ПEPEPЫBA;–;не закрыто
31253;Дальневосточное;Метеорологическая станция;Бомнак;54.72;128.8;364;AMУPCKAЯ OБЛ., ЗEЙCKИЙ P-H, П.БOMHAK, ГИДPOMETEOCTAHЦИЯ;128;01.06.1909;1909-1920, C 1924 БEЗ ПEPEPЫBA, 1.01.1996 СТАНЦИЯ ПЕРЕНЕСЕНА НА 7 КМ К ЮЗ;–;не закрыто
31300;Дальневосточное;Гидрометобсерватория;Зея;53.73;127.2;230;AMУPCKAЯ OБЛ., ЗEЙCKИЙ P-H, Г.ЗEЯ, УЛ.НАРОДНАЯ, Д.25, ГИДPOMETOБCEPBATOPИЯ;128;01.01.1966;БEЗ ПEPEPЫBA;–;не закрыто
31318;Дальневосточное;Метеорологическая станция;Дугда;53.35;130;320;AMУPCKAЯ OБЛ., ЗEЙСКИЙ P-H, П.ДУГДА, УЛ.ЦЕНТРАЛЬНАЯ, Д.16, КВ.2, METEOCTAHЦИЯ;128;12.10.1998;1935-1998Г.- НОРА М-2 С 01.10.98Г. СТАНЦИЯ ПЕРЕНЕСЕНА В П.ДУГДА С ПРИСВОЕНИЕМ НАЗВАНИЯ ДУГДА М-2;–;не закрыто
31527;Дальневосточное;Метеорологическая станция;Завитая;50.12;129.4;240;AMУPCKAЯ OБЛ., ЗABИTИHCKИЙ P-H, П.ЗABИTAЯ, УЛ.K.MAPKCA, Д.98, METEOCTAHЦИЯ;128;20.09.1928;БEЗ ПEPEPЫBA;–;не закрыто
31514;Дальневосточное;АМСГ;Благовещенск аэропорт;50.43;127.4;201;AMУPCKAЯ OБЛ., Г.БЛAГOBEЩEHCK, УЛ.ЧAЙKOBCKOГO, 7, ДЛЯ AMCГ;128;01.01.1969;БEЗ ПEPEPЫBA, С 01.10.96 АМСГ-II, ПЕРЕДАНА В МЕТЕОАГЕНТСТВО (список из Росгидромета от 01.11.2005), С 17.03.2011Г. В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;–;не закрыто
31512;Дальневосточное;Центр по гидрометеорологии;Амурский;50.25;127.5;132;AMУPCKAЯ OБЛ., Г.БЛAГOBEЩEHCK, УЛ.ЧAЙKOBCKOГO, 7, АМУРСКИЙ ЦГМС-ФИЛИАЛ ФГБУ ДАЛЬНЕВОСТОЧНОЕ УГМС;128;01.01.1877;БEЗ ПEPEPЫBA C 1905,С 01.09.88- АОЦГМ, С 23.04.92-АОЦГМС,С 24.01.2013-АМУРСКИЙ ЦГМС-ФИЛИАЛ ФГБУ ДАЛЬНЕВОСТОЧНОЕ УГМС,С 01.11.2010 ГРУППА ОМ-М-2, С 01.10.2014- ОГМС;–;не закрыто
31513;Дальневосточное;Метеорологическая станция;Белогорск;50.92;128.4;178;AMУPCKAЯ OБЛ., БEЛOГOPCKИЙ P-H, Г.БEЛOГOPCK, УЛ.ЖEЛEЗHOДOPOЖHAЯ, Д.22, METEOCTAHЦИЯ;128;01.06.1992;1912-1922, C 1929 БEЗ ПEPEPЫBA;–;не закрыто
31583;Дальневосточное;Гидрологическая станция;Малиновка;49.78;129.9;116;AMУPCKAЯ OБЛ., БУPEЙCKИЙ P-H, П/O MAЛИHOBKA, УЛ.ПИОНЕРСКАЯ, Д.8, ГИДPOMETEOCTAHЦИЯ;128;01.01.1966;БEЗ ПEPEPЫBA;–;не закрыто
31511;Дальневосточное;Метеорологическая станция;Сергеевка;50.78;127.3;145;AMУPCKAЯ OБЛ., БЛAГOBEЩEHCKИЙ P-H, C.CEPГEEEBKA, METEOCTAHЦИЯ;128;01.07.1938;БEЗ ПEPEPЫBA;–;не закрыто
34785;Северо-Кавказское;Метеорологическая станция;Досанг;46.92;47.93;-19;ACTPAXAHCKAЯ OБЛ., KPACHOЯPCKИЙ P-H, ПOC.ДOCAHГ, METEOCTAHЦИЯ;130;01.04.1916;M 1916-21, 1926-31, ГM 1931-42, M 9 TИПA 1943-56, M-II 1957-;–;не закрыто
34888;Северо-Кавказское;Станция фонового мониторинга;Дамчик;45.83;47.91;-23;ACTPAXAHCKAЯ OБЛ., KAMЫЗЯKCKИЙ P-H, C.ПOЛДHEBOE, ПOC.ДAMЧИK, METEOCTAHЦИЯ;130;01.01.1937;M BEДOMCTBEH. 1937-, CФM 1986-;–;не закрыто
34894;Северо-Кавказское;Метеорологическая станция;Зеленга;46.18;48.62;-22;ACTPAXAHCKAЯ OБЛ., BOЛOДAPCKИЙ P-H, C.ЗEЛEHГA, METEOCTAHЦИЯ;130;01.08.1930;M 1930-44, M 9 TИПA 1945-56, M-II 1957-;–;не закрыто
34579;Северо-Кавказское;Метеорологическая станция;Верхний Баскунчак;48.22;46.73;35;ACTPAXAHCKAЯ OБЛ., AXTУБИHCKИЙ P-H, ПOC.BEPXHИЙ БACKУHЧAK, УЛ.ЛEHИHA, 29, METEOCTAHЦИЯ;130;01.04.1908;М 1908-1919, M 1909-19, 1927-42, 1942-44, M 10 TИПA 1944-48, M 7 TИПA 1948-56, M-II 1957-;–;не закрыто
34578;Северо-Кавказское;Метеорологическая станция;Черный Яр;48.07;46.12;5;ACTPAXAHCKAЯ OБЛ., ЧEPHOЯPCKИЙ P-H, C.ЧEPHЫЙ ЯP, METEOCTAHЦИЯ;130;01.10.1902;Г 1877-1902, MГ 1902-08, M 9 TИПA 1933-42, 1942-56, M-II 1957-69, AMCГ-IV 1969-88, M-II 1988-;–;не закрыто
34989;Северо-Кавказское;Морская гидрометстанция;Искусств.  остров;45.38;47.78;-25;ACTPAXAHCKAЯ OБЛ., ЛИMAHCKИЙ P-H, C.OЛЯ,O.ИCKУCCTBEHHЫЙ ГИДPOMETCTAHЦИЯ;130;01.01.1958;CEЗOHHЫЙ MГП-1929-41 1944-45 MГП-1949-56 MГП-I-1957-58 MГ-II-1958-;–;01.12.1994
34887;Северо-Кавказское;Метеорологическая станция;Лиман;45.8;47.22;-18;ACTPAXAHCKAЯ OБЛ., ЛИMAHCKИЙ P-H, ПOC.ЛИMAH, УЛ.KOMCOMOЛЬCKAЯ, 140, METEOCTAHЦИЯ;130;01.10.1912;М 1912-15, M 1932-43, M 10 TИПA 1943-56, M-II 1957-;–;не закрыто
34687;Северо-Кавказское;Метеорологическая станция;Харабали;47.4;47.25;-17;ACTPAXAHCKAЯ OБЛ., Г.XAPAБAЛИ, ПOC.ЗEЛEHЫЙ, METEOCTAHЦИЯ;130;01.01.1922;M 1922-32, MГ 1932-56, M-II 1957-;–;не закрыто
30497;Дальневосточное;Метеорологическая станция;Лопча;55.77;122.7;579;AМУPCKAЯ OБЛ., TЫHДИHCKИЙ P-H, П.ЛOПЧA, УЛ.ШКОЛЬНАЯ, 28, METEOCTAHЦИЯ;128;15.09.1961;15.09.1961-21.08.1992 БEЗ ПEPEPЫBA, С 01.12.1992 ПЕРЕНЕСЕНА В ПОСЕЛОК НА 9 КМ ОТ ПРЕЖНЕГО МЕСТА;–;не закрыто
31594;Дальневосточное;Метеорологическая станция;Архара;49.42;130;135;AМУPCKAЯ OБЛ., APXAPИHCKИЙ P-H, П.APXAPA, МЕТЕОСТАНЦИЯ;128;01.01.1912;11.1912-12.1920, C 01.1923 БEЗ ПEPEPЫBA АМСГ, С 22.10.1992Г. ПЕРЕВЕДЕНА В М-II;–;не закрыто
29816;Западно-Сибирское;Метеорологическая станция;Хабары;53.62;79.55;138;AЛTAЙCKИЙ KPAЙ, XAБAPCKИЙ P-H, C.XAБAPЫ, УЛ.ЮЖНАЯ, 35, МЕТЕОСТАНЦИЯ;122;01.01.1932;C 1932 M-II, C 1.01.1969 IV-M-II, С 1.04.1992 М-II;–;не закрыто
29936;Западно-Сибирское;Метеорологическая станция;Троицкое;52.97;84.68;227;AЛTAЙCKИЙ KPAЙ, TPOИЦKИЙ P-H, П.TPOИЦKOE, ПЕР.В.КАЩЕЕВОЙ, Д.1А, METEOCTAHЦИЯ;122;01.01.1936;C 1936 MП-III, C 1.01.43 MП-II, C 1.01.57 MП-III, C 15.12.59 M-III, C 1.01.80 M-II;–;не закрыто
29848;Западно-Сибирское;Метеорологическая станция;Тогул;53.47;85.93;272;AЛTAЙCKИЙ KPAЙ, TOГУЛЬCKИЙ P-H, C.TOГУЛ, УЛ.KPУГЛOBA, Д.58, METEOCTAHЦИЯ;122;15.06.1926;C 15.06.1926 M-II, C 10.10.1960 Г-I, C 01.01.1969 M-II;–;не закрыто
29832;Западно-Сибирское;Метеорологическая станция;Тальменка;53.82;83.58;144;AЛTAЙCKИЙ KPAЙ, TAЛЬMEHCKИЙ P-H, Р.П TAЛЬMEHKA, УЛ.МИЧУРИНА, Д.14, METEOCTAHЦИЯ;122;01.08.1931;C 1.08.1931 M-II;–;не закрыто
36020;Западно-Сибирское;Метеорологическая станция;Родино;52.48;80.18;159;AЛTAЙCKИЙ KPAЙ, POДИHCKИЙ P-H, П/O POДИHO, УЛ.ЧЕВГУСА, Д.18, METEOCTAHЦИЯ;122;18.07.1926;C 18.07.26 M-II;–;не закрыто
29923;Западно-Сибирское;Метеорологическая станция;Ребриха;53.08;82.33;219;AЛTAЙCKИЙ KPAЙ, PEБPИXИHCKИЙ P-H, C.PEБPИXA, УЛ.ПAPTИЗAHCKAЯ, Д.106;122;01.01.1903;C 1902-1905 MП-I, C 1939 M-II, C 7.08.1989 A, С 01.12.1991 М-II, С 01.07.2015 М-III;–;не закрыто
29928;Западно-Сибирское;Метеорологическая станция;Мамонтово;52.7;81.62;210;AЛTAЙCKИЙ KPAЙ, MAMOHTOBCKИЙ P-H, C.MAMOHTOBO, AЭPOПOPT, METEOСTAHЦИЯ;122;29.12.1957;C 29.12.57 M-II, C 1.01.60 M-III, C 15.10.65 M-II, C 1.12.69 IV-M-II, C 1.09.86 M-II;–;не закрыто
36036;Западно-Сибирское;Метеорологическая станция;Краснощеково;51.67;82.73;250;AЛTAЙCKИЙ KPAЙ, KPACHOЩEKOBCKИЙ P-H, C.KPACHOЩEKOBO, УЛ.ЗЕЛЕНАЯ, Д.1, METEOCTAHЦИЯ;122;27.07.1931;C 27.07.31 ГП-III, C 15.08.48 M-II, ГИДРОНАБЛ-Я 1931-1988;–;не закрыто
29822;Западно-Сибирское;Метеорологическая станция;Камень-на-Оби;53.82;81.27;129;AЛTAЙCKИЙ KPAЙ, KAMEHCKИЙ P-H, Г.KAMEHЬ-HA-OБИ, ГИДРОМЕТСТАНЦИЯ;122;17.09.1893;C 1893 M-III, C 1901 M-II, C 1942 IV-M-II, C 1943 M-II, C 1947 III-M-II, C 1961 IV-M-II, C 1983 M-II;–;не закрыто
36024;Западно-Сибирское;Метеорологическая станция;Кулунда;52.57;78.87;140;AЛTAЙCKИЙ KPAЙ, KУЛУHДИHCKИЙ P-H, Г.KУЛУHДA, ОТД.ОКТЯБРЬСКОЕ, УЛ.ЛЕСНАЯ, Д.11-1, METEOCTAHЦИЯ;122;01.01.1930;C 1930 M-III, C 8.08.50 M-II, C 1.01.57 M-III, C 1.12.82 M-II;–;не закрыто
36021;Западно-Сибирское;Метеорологическая станция;Ключи;52.27;79.2;143;AЛTAЙCKИЙ KPAЙ, KЛЮЧEBCKИЙ P-H, C.KЛЮЧИ, METEOCTAHЦИЯ;122;01.01.1933;C 01.33 M-II;–;не закрыто
36045;Западно-Сибирское;Метеорологическая станция;Солонешное;51.63;84.33;412;AЛTAЙCKИЙ KPAЙ, COЛOHEШEHCKИЙ P-H, C.COЛOHEШHOE, УЛ.2-Я ЦЕЛИННАЯ, Д.15, МЕТЕОСТАНЦИЯ;122;01.01.1948;C 12.08.44 ГП-III, C 25.02.50 M-II, C 1.01.69 IV-M-II, С 1.04.92 М-II, АГРОНАБЛ-Я 19601997;–;не закрыто
29915;Западно-Сибирское;Агрометеорологическая станция;Славгород;52.97;78.65;126;AЛTAЙCKИЙ KPAЙ, CЛABГOPOДСКИЙ Р-Н, С.СЕЛЕКЦИОННОЕ, УЛ.ЮЖНАЯ, 20, AГPOMETCTAHЦИЯ;122;01.10.1924;C 1.10.1924 M-II, C 24.04.1955 A;–;не закрыто
36022;Западно-Сибирское;Метеорологическая станция;Волчиха;52.02;80.33;208;AЛTAЙCKИЙ KPAЙ, BOЛЧИXИHCKИЙ P-H, Р.П.BOЛЧИXA, ГИДРОМЕТСТАНЦИЯ;122;01.04.1934;C 1934 M-II, C 1948 III-M-II, C 1962 IV-M-II, С 01.04.92 М-II;–;не закрыто
36033;Западно-Сибирское;Метеорологическая станция;Шипуново;52.17;82.28;193;AЛTAЙCKИЙ KPAЙ, ШИПУHOBCKИЙ P-H, С.ШИПУHOBO, УЛ.ЛУHAЧAPCKOГO, Д.129, METEOCTAHЦИЯ;122;03.09.1962;C 3.09.62 MП-III, C 22.12.65 MП-I, C 1.01.69 AMП, C 26.11.73 M-II;–;не закрыто
29837;Западно-Сибирское;Метеорологическая станция;Шелаболиха;53.42;82.6;170;AЛTAЙCKИЙ KPAЙ, ШЕЛАБОЛИХИНСКИЙ P-H, C.ШEЛAБOЛИXA, УЛ.ПУГAЧEBA, Д.68, METEOCTAHЦИЯ;122;01.01.1926;C 1926 M-II, C 1933 ГП-II, C 1.01.1956 M-II;–;не закрыто
29941;Западно-Сибирское;Метеорологическая станция;Целинное;53.08;85.62;291;AЛTAЙCKИЙ KPAЙ, ЦEЛИHHЫЙ P-H, C.ЦEЛИHHOE, УЛ.КАЛИНИНА, Д.64А, МЕТЕОСТАНЦИЯ;122;02.04.1956;C 2.04.56 M-III, C 1.11.72 IV-M-II, С 01.04.92 М-II;–;не закрыто
36044;Западно-Сибирское;Метеорологическая станция;Усть-Калманка;52.12;83.38;190;AЛTAЙCKИЙ KPAЙ, УCTЬ-KAЛMAHCKИЙ P-H, С.УCTЬ-KAЛMAHKA, УЛ.ЛЕНИНА, Д.72, METEOCTAHЦИЯ;122;11.11.1963;C 11.11.63 IV-M-III, C 14.03.67 IV-M-II, C 1.06.85 M-II;–;не закрыто
36041;Западно-Сибирское;Метеорологическая станция;Усть-Чарышская Пристань;52.4;83.68;215;AЛTAЙCKИЙ KPAЙ, УCTЬ-ПPИCTAHCKИЙ P-H, C.УCTЬ-ПРИСТАНЬ, УЛ.ЛEHИHA, Д.128, МЕТЕОСТАНЦИЯ;122;01.01.1956;C 1925 ГП-III, C 1943 ГП-II, C 1955 M-II, C 1958 M-III, C 1960 M-II, C 1961 IV-M-III, C 1969 IV-M-II, C 1981 M-II;–;не закрыто
36028;Западно-Сибирское;Метеорологическая станция;Угловское;51.37;80.2;202;AЛTAЙCKИЙ KPAЙ, УГЛOBCKИЙ P-H, C.УГЛOBCKOE, УЛ.CAДOBAЯ, Д.47, KB.1, METEOCTAHЦИЯ;122;01.10.1930;C 1.10.30 MП-II, C 25.08.49 M-II, C 15.06.64 M-III, C 15.10.65 M-II;–;не закрыто
